title,douban_id,douban_url,cover,rating,date,status,status_label,tags,comment,intro,category
见证疯狂: 精神病院的前世今生,36199183,https://book.douban.com/subject/36199183/,/covers/books/36199183.jpg,,"2024-10-17
      想读",wish,想读,,,,book
梦之囚徒：起源,35030443,https://book.douban.com/subject/35030443/,/covers/books/35030443.jpg,,"2024-10-17
      想读",wish,想读,,,,book
大众文化的女性主义指南,36930643,https://book.douban.com/subject/36930643/,/covers/books/36930643.jpg,,"2024-10-11
      想读",wish,想读,,,,book
爱，以及其他,30172063,https://book.douban.com/subject/30172063/,/covers/books/30172063.jpg,,"2024-04-08
      想读",wish,想读,,,,book
生死疲劳,35587028,https://book.douban.com/subject/35587028/,/covers/books/35587028.jpg,,"2023-12-29
      想读",wish,想读,,,,book
最好的時光: 電影本事、分場劇本　以及　所有關於電影的,3017000,https://book.douban.com/subject/3017000/,/covers/books/3017000.jpg,,"2023-11-18
      想读",wish,想读,,,,book
中国绅士,1740073,https://book.douban.com/subject/1740073/,/covers/books/1740073.jpg,,"2023-03-25
      想读",wish,想读,,,,book
乡土中国,1795079,https://book.douban.com/subject/1795079/,/covers/books/1795079.jpg,,"2023-03-25
      想读",wish,想读,,,,book
独裁者手册: 为什么坏行为几乎总是好政治,25881102,https://book.douban.com/subject/25881102/,/covers/books/25881102.jpg,,"2022-10-16
      想读",wish,想读,,,,book
当代政治哲学,26389495,https://book.douban.com/subject/26389495/,/covers/books/26389495.jpg,,"2022-08-30
      想读",wish,想读,,,,book
粉红色噪音,2216174,https://book.douban.com/subject/2216174/,/covers/books/2216174.jpg,,"2022-07-14
      想读",wish,想读,,,,book
天真与经验之歌,11511228,https://book.douban.com/subject/11511228/,/covers/books/11511228.jpg,,"2022-06-05
      想读",wish,想读,,,,book
红死魔的面具,1414980,https://book.douban.com/subject/1414980/,/covers/books/1414980.jpg,,"2022-05-21
      想读",wish,想读,,,,book
农民自杀研究,26260799,https://book.douban.com/subject/26260799/,/covers/books/26260799.jpg,,"2022-05-17
      想读",wish,想读,,,,book
纵情夏日,35045215,https://book.douban.com/subject/35045215/,/covers/books/35045215.jpg,,"2022-05-15
      想读",wish,想读,,,,book
只是孩子,26939269,https://book.douban.com/subject/26939269/,/covers/books/26939269.jpg,,"2022-04-02
      想读",wish,想读,,,,book
酒吧长谈,34933180,https://book.douban.com/subject/34933180/,/covers/books/34933180.jpg,,"2022-03-03
      想读",wish,想读,,,,book
离经叛道: 不按常理出牌的人如何改变世界,26823208,https://book.douban.com/subject/26823208/,/covers/books/26823208.jpg,,"2021-12-27
      想读",wish,想读,,,,book
字母表谜案,35390390,https://book.douban.com/subject/35390390/,/covers/books/35390390.jpg,,"2021-12-27
      想读",wish,想读,,,,book
事件,26723539,https://book.douban.com/subject/26723539/,/covers/books/26723539.jpg,,"2021-12-04
      想读",wish,想读,,,,book
荒人手记,3662594,https://book.douban.com/subject/3662594/,/covers/books/3662594.jpg,,"2021-12-02
      想读",wish,想读,,,,book
身份政治: 对尊严与认同的渴求,35604961,https://book.douban.com/subject/35604961/,/covers/books/35604961.jpg,,"2021-10-28
      想读",wish,想读,,,,book
坐在走廊里的男人,11446404,https://book.douban.com/subject/11446404/,/covers/books/11446404.jpg,,"2021-10-09
      想读",wish,想读,,,,book
橘子不是唯一的水果,4882159,https://book.douban.com/subject/4882159/,/covers/books/4882159.jpg,,"2021-10-07
      想读",wish,想读,,,,book
大幻想: 自由主义之梦与国际现实,34879908,https://book.douban.com/subject/34879908/,/covers/books/34879908.jpg,,"2021-09-22
      想读",wish,想读,,,,book
我们的土地,35513170,https://book.douban.com/subject/35513170/,/covers/books/35513170.jpg,,"2021-08-06
      想读",wish,想读,,,,book
可持续能源: 事实与真相,25753101,https://book.douban.com/subject/25753101/,/covers/books/25753101.jpg,,"2021-07-08
      想读",wish,想读,,,,book
自杀论: 社会学研究,1274469,https://book.douban.com/subject/1274469/,/covers/books/1274469.jpg,,"2021-07-07
      想读",wish,想读,,,,book
星形广场,27082278,https://book.douban.com/subject/27082278/,/covers/books/27082278.jpg,,"2021-07-04
      想读",wish,想读,,,,book
山月记,20473505,https://book.douban.com/subject/20473505/,/covers/books/20473505.jpg,,"2021-07-04
      想读",wish,想读,,,,book
向您告知，明天我们一家就要被杀: 卢旺达大屠杀纪事,35023969,https://book.douban.com/subject/35023969/,/covers/books/35023969.jpg,,"2021-06-13
      想读",wish,想读,,,,book
存在主义咖啡馆: 自由、存在和杏子鸡尾酒,27170538,https://book.douban.com/subject/27170538/,/covers/books/27170538.jpg,,"2021-04-22
      想读",wish,想读,,,,book
深夜小狗神秘事件,5988558,https://book.douban.com/subject/5988558/,/covers/books/5988558.jpg,,"2021-03-22
      想读",wish,想读,,,,book
如何阅读一本书,1013208,https://book.douban.com/subject/1013208/,/covers/books/1013208.jpg,,"2021-03-04
      想读",wish,想读,,,,book
无政府社会: 世界政治秩序研究,1139389,https://book.douban.com/subject/1139389/,/covers/books/1139389.jpg,,"2021-03-04
      想读",wish,想读,,,,book
苏联的心灵: 共产主义时代的俄国文化,4212276,https://book.douban.com/subject/4212276/,/covers/books/4212276.jpg,,"2021-03-01
      想读",wish,想读,,,,book
自由论,6052799,https://book.douban.com/subject/6052799/,/covers/books/6052799.jpg,,"2021-03-01
      想读",wish,想读,,,,book
布劳提根诗选,34434962,https://book.douban.com/subject/34434962/,/covers/books/34434962.jpg,,"2021-02-08
      想读",wish,想读,,,,book
恋文的技术,6549536,https://book.douban.com/subject/6549536/,/covers/books/6549536.jpg,,"2021-02-05
      想读",wish,想读,,,,book
弃猫: 当我谈起父亲时,35277887,https://book.douban.com/subject/35277887/,/covers/books/35277887.jpg,,"2021-02-05
      想读",wish,想读,,,,book
万寿寺,27143188,https://book.douban.com/subject/27143188/,/covers/books/27143188.jpg,,"2021-02-02
      想读",wish,想读,,,,book
危险动物,35272794,https://book.douban.com/subject/35272794/,/covers/books/35272794.jpg,,"2021-02-01
      想读",wish,想读,,,,book
失明症漫记,20428302,https://book.douban.com/subject/20428302/,/covers/books/20428302.jpg,,"2021-01-20
      想读",wish,想读,,,,book
人造天堂,3360614,https://book.douban.com/subject/3360614/,/covers/books/3360614.jpg,,"2021-01-19
      想读",wish,想读,,,,book
一切坚固的东西都烟消云散了: 现代性体验,25853524,https://book.douban.com/subject/25853524/,/covers/books/25853524.jpg,,"2021-01-16
      想读",wish,想读,,,,book
黑箱：日本之耻,30484795,https://book.douban.com/subject/30484795/,/covers/books/30484795.jpg,,"2021-01-16
      想读",wish,想读,,,,book
消失的地平线,26437349,https://book.douban.com/subject/26437349/,/covers/books/26437349.jpg,,"2021-01-15
      想读",wish,想读,,,,book
糜骨之壤,35272698,https://book.douban.com/subject/35272698/,/covers/books/35272698.jpg,,"2021-01-12
      想读",wish,想读,,,,book
大外交,7052073,https://book.douban.com/subject/7052073/,/covers/books/7052073.jpg,,"2021-01-10
      想读",wish,想读,,,,book
用电影燃尽欲望,35083657,https://book.douban.com/subject/35083657/,/covers/books/35083657.jpg,,"2020-12-31
      想读",wish,想读,,,,book
寂寞的游戏,27104286,https://book.douban.com/subject/27104286/,/covers/books/27104286.jpg,,"2020-12-30
      想读",wish,想读,,,,book
电影美学,1155250,https://book.douban.com/subject/1155250/,/covers/books/1155250.jpg,,"2020-12-26
      想读",wish,想读,,1952,,book
日本十五年侵略战争史,26736806,https://book.douban.com/subject/26736806/,/covers/books/26736806.jpg,,"2020-12-03
      想读",wish,想读,,,,book
日本新中产阶级,26909585,https://book.douban.com/subject/26909585/,/covers/books/26909585.jpg,,"2020-12-03
      想读",wish,想读,,,,book
以色列游说集团与美国对外政策,4055787,https://book.douban.com/subject/4055787/,/covers/books/4055787.jpg,,"2020-11-25
      想读",wish,想读,,,,book
战争留下了什么: 战后一代的鹤见俊辅访谈,26394958,https://book.douban.com/subject/26394958/,/covers/books/26394958.jpg,,"2020-11-19
      想读",wish,想读,,,,book
故土的陌生人: 美国保守派的愤怒与哀痛,35006231,https://book.douban.com/subject/35006231/,/covers/books/35006231.jpg,,"2020-11-11
      想读",wish,想读,,,,book
民主转型与巩固的问题: 南欧、南美和后共产主义的欧洲,2972538,https://book.douban.com/subject/2972538/,/covers/books/2972538.jpg,,"2020-11-09
      想读",wish,想读,,,,book
拥抱战败: 第二次世界大战后的日本,26418529,https://book.douban.com/subject/26418529/,/covers/books/26418529.jpg,,"2020-11-05
      想读",wish,想读,,,,book
摆脱战败: 日本外交战略转型的国内政治根源,35083154,https://book.douban.com/subject/35083154/,/covers/books/35083154.jpg,,"2020-11-05
      想读",wish,想读,,,,book
外交与建筑: 美国海外使领馆建造实录,5286701,https://book.douban.com/subject/5286701/,/covers/books/5286701.jpg,,"2020-10-30
      想读",wish,想读,,,,book
美国的艺伎盟友: 重新想象敌国日本,6855029,https://book.douban.com/subject/6855029/,/covers/books/6855029.jpg,,"2020-10-29
      想读",wish,想读,,,,book
我心深处,34973247,https://book.douban.com/subject/34973247/,/covers/books/34973247.jpg,,"2020-10-29
      想读",wish,想读,,,,book
21世纪资本论: Capital in the Twenty-First Century,25947310,https://book.douban.com/subject/25947310/,/covers/books/25947310.jpg,,"2020-10-15
      想读",wish,想读,,,,book
伪满洲国（上下）,1025103,https://book.douban.com/subject/1025103/,/covers/books/1025103.jpg,,"2020-10-15
      想读",wish,想读,,,,book
"Bananas, Beaches and Bases: Making Feminist Sense of International Politics",3379130,https://book.douban.com/subject/3379130/,/covers/books/3379130.jpg,,"2020-10-10
      想读",wish,想读,,,,book
The Morning After: Sexual Politics at the End of the Cold War,1987386,https://book.douban.com/subject/1987386/,/covers/books/1987386.jpg,,"2020-10-10
      想读",wish,想读,,,,book
现代世界体系（第一卷）: 16世纪的资本主义农业与欧洲世界经济体的起源,1017064,https://book.douban.com/subject/1017064/,/covers/books/1017064.jpg,,"2020-09-24
      想读",wish,想读,,,,book
“民主”与“爱国”: 战后日本的民族主义与公共性,35003679,https://book.douban.com/subject/35003679/,/covers/books/35003679.jpg,,"2020-09-24
      想读",wish,想读,,,,book
掉队的拉美: 民粹主义的致命诱惑,33395248,https://book.douban.com/subject/33395248/,/covers/books/33395248.jpg,,"2020-09-10
      想读",wish,想读,,,,book
援助的死亡,5348650,https://book.douban.com/subject/5348650/,/covers/books/5348650.jpg,,"2020-09-10
      想读",wish,想读,,,,book
日本社会,1783128,https://book.douban.com/subject/1783128/,/covers/books/1783128.jpg,,"2020-09-10
      想读",wish,想读,,,,book
日本政治史（全四册）,1005561,https://book.douban.com/subject/1005561/,/covers/books/1005561.jpg,,"2020-09-10
      想读",wish,想读,,,,book
武士道,1013058,https://book.douban.com/subject/1013058/,/covers/books/1013058.jpg,,"2020-09-10
      想读",wish,想读,,,,book
彼时此时: 马基雅维利在伊莫拉,21334460,https://book.douban.com/subject/21334460/,/covers/books/21334460.jpg,,"2020-09-01
      想读",wish,想读,,,,book
雕刻时光,26435510,https://book.douban.com/subject/26435510/,/covers/books/26435510.jpg,,"2020-06-11
      想读",wish,想读,,,,book
形而上学俱乐部: 美国思想的故事,35024534,https://book.douban.com/subject/35024534/,/covers/books/35024534.jpg,,"2020-06-10
      想读",wish,想读,,,,book
自然社会: 自然法与现代道德世界的形成,26320417,https://book.douban.com/subject/26320417/,/covers/books/26320417.jpg,,"2020-06-09
      想读",wish,想读,,,,book
雾岛夜随,34899025,https://book.douban.com/subject/34899025/,/covers/books/34899025.jpg,,"2020-06-02
      想读",wish,想读,,,,book
迎向灵光消逝的年代: 本雅明论艺术,1000213,https://book.douban.com/subject/1000213/,/covers/books/1000213.jpg,,"2020-05-19
      想读",wish,想读,,,,book
发达资本主义时代的抒情诗人: 论波德莱尔,1276479,https://book.douban.com/subject/1276479/,/covers/books/1276479.jpg,,"2020-05-19
      想读",wish,想读,,,,book
“荡妇”法兰德斯自传,2978934,https://book.douban.com/subject/2978934/,/covers/books/2978934.jpg,,"2020-05-14
      想读",wish,想读,,,,book
牛津大学哲学通识课：政治哲学,33436180,https://book.douban.com/subject/33436180/,/covers/books/33436180.jpg,,"2020-05-09
      想读",wish,想读,,,,book
生死场,1317899,https://book.douban.com/subject/1317899/,/covers/books/1317899.jpg,,"2020-05-06
      想读",wish,想读,,,,book
呼兰河传: 1947年版本・原版珍藏,1060852,https://book.douban.com/subject/1060852/,/covers/books/1060852.jpg,,"2020-05-05
      想读",wish,想读,,,,book
九三年,5406571,https://book.douban.com/subject/5406571/,/covers/books/5406571.jpg,,"2020-04-20
      想读",wish,想读,,,,book
论特权 第三等级是什么？,1266436,https://book.douban.com/subject/1266436/,/covers/books/1266436.jpg,,"2020-04-20
      想读",wish,想读,,,,book
Natural Right and History,1428547,https://book.douban.com/subject/1428547/,/covers/books/1428547.jpg,,"2020-03-29
      想读",wish,想读,,,,book
自然权利与历史,1077428,https://book.douban.com/subject/1077428/,/covers/books/1077428.jpg,,"2020-03-29
      想读",wish,想读,,,,book
鳄鱼街: 布鲁诺·舒尔茨小说全集,26681991,https://book.douban.com/subject/26681991/,/covers/books/26681991.jpg,,"2020-03-19
      想读",wish,想读,,,,book
政治诗学: 本雅明思想的当代阐释,6888662,https://book.douban.com/subject/6888662/,/covers/books/6888662.jpg,,"2020-03-15
      想读",wish,想读,,,,book
解体概要,4766921,https://book.douban.com/subject/4766921/,/covers/books/4766921.jpg,,"2020-02-27
      想读",wish,想读,,,,book
少年维特的烦恼,1047138,https://book.douban.com/subject/1047138/,/covers/books/1047138.jpg,,"2020-01-14
      想读",wish,想读,,,,book
黑暗时代的爱: 从王尔德到阿莫多瓦,34826151,https://book.douban.com/subject/34826151/,/covers/books/34826151.jpg,,"2020-01-12
      想读",wish,想读,,,,book
发展史: 从西方的起源到全球的信仰,26992703,https://book.douban.com/subject/26992703/,/covers/books/26992703.jpg,,"2020-01-03
      想读",wish,想读,,,,book
大师与玛格丽特,1016911,https://book.douban.com/subject/1016911/,/covers/books/1016911.jpg,,"2019-12-28
      想读",wish,想读,,,,book
快乐的科学,1949782,https://book.douban.com/subject/1949782/,/covers/books/1949782.jpg,,"2019-12-25
      想读",wish,想读,,,,book
群魔,1437488,https://book.douban.com/subject/1437488/,/covers/books/1437488.jpg,,"2019-08-01
      想读",wish,想读,,,,book
卡拉马佐夫兄弟,1856494,https://book.douban.com/subject/1856494/,/covers/books/1856494.jpg,,"2019-07-07
      想读",wish,想读,,,,book
一个叫欧维的男人决定去死,26672693,https://book.douban.com/subject/26672693/,/covers/books/26672693.jpg,,"2019-03-23
      想读",wish,想读,,,,book
看不见的城市,1863930,https://book.douban.com/subject/1863930/,/covers/books/1863930.jpg,,"2019-03-23
      想读",wish,想读,,,,book
弹珠游戏,38220071,https://book.douban.com/subject/38220071/,/covers/books/38220071.jpg,,"2026-04-12
      在读",do,在读,,,,book
回归故里,34942789,https://book.douban.com/subject/34942789/,/covers/books/34942789.jpg,,"2026-01-30
      在读",do,在读,,,,book
